"";"sample";"year";"period";"site";"specimen";"color_p";"color_s";"type";"plate";"quant_reading";"is.neg";"Abelmoschus";"Achillea";"Aconitum";"Actinidia";"Aegilops";"Aegonychon";"Agrostis";"Ajuga";"Allium";"Alnus";"Anagallis";"Anemone";"Anthoxanthum";"Anthyllis";"Arabis";"Arenaria";"Arrhenatherum";"Bellis";"Betula";"Brachypodium";"Brassica";"Caltha";"Campanula";"Cardamine";"Carduus";"Carex";"Castanea";"Chaerophyllum";"Chrysosplenium";"Cirsium";"Citrus";"Clematis";"Clinopodium";"Colocasia";"Conium";"Crataegus";"Crepis";"Cucumis";"Daboecia";"Dactylis";"Digitalis";"Echium";"Erica";"Erinus";"Erodium";"Erucastrum";"Eryngium";"Erysimum";"Erythronium";"Eucalyptus";"Fagus";"Festuca";"Galium";"Genista";"Gentiana";"Geranium";"Glandora";"Glechoma";"Globularia";"Helianthemum";"Helleborus";"Herniaria";"Hieracium";"Hippocrepis";"Holcus";"Hypericum";"Hypochaeris";"Iberis";"Ilex";"Jasione";"Juglans";"Lamium";"Lathraea";"Lathyrus";"Leontodon";"Leucanthemum";"Linaria";"Linum";"Lithodora";"Lolium";"Lotus";"Melampyrum";"Myosotis";"Narcissus";"Oxalis";"Parietaria";"Pedicularis";"Pilosella";"Pinguicula";"Plantago";"Platanus";"Pleuropterus";"Poa";"Polygala";"Potentilla";"Primula";"Pritzelago";"Prunella";"Prunus";"Pulmonaria";"Pyrus";"Quercus";"Ranunculus";"Raphanus";"Rhinanthus";"Robinia";"Rosa";"Rubus";"Salix";"Sambucus";"Scrophularia";"Sedum";"Sideritis";"Silybum";"Sisymbrium";"Solanum";"Stellaria";"Symphytum";"Taraxacum";"Teucrium";"Thymus";"Tornabenea";"Tragopogon";"Trifolium";"Tripleurospermum";"Ulex";"Urtica";"Vaccinium";"Veronica";"Vicia";"Viola"
"35";"GBP23021105M_ITS_P96";23;2;11;"05M";"#414487FF";"#ED6925FF";"sample";"P96";56382;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;0;20848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;10;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2641;0;0;0
"36";"GBP23021401M_ITS_P96";23;2;14;"01M";"#414487FF";"#FAC62DFF";"sample";"P96";2276;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;17;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;1245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;78
"37";"GBP23021402M_ITS_P96";23;2;14;"02M";"#414487FF";"#FAC62DFF";"sample";"P96";7015;FALSE;0;0;0;0;0;0;0;0;0;0;5;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3484;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1826;0
"38";"GBP23021501M_ITS_P96";23;2;15;"01M";"#414487FF";"#F2E661FF";"sample";"P96";923;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;262;0;0;0;0;0;0;0;0;0;0;0;0
"39";"GBP23021602M_ITS_P96";23;2;16;"02M";"#414487FF";"#FCFFA4FF";"sample";"P96";14;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"40";"GBP23021603M_ITS_P96";23;2;16;"03M";"#414487FF";"#FCFFA4FF";"sample";"P96";113839;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;5;0;0;15;0;163;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;306;0;0;4;0;0;124;0;0;0;4600;0;0;0;6;0;0;0;0;0;0;0;0;20252;0;0;0;0;0;0;50;0;0;0;6;0;27608;32;0;0;0;0;0;0;0;60;0;0;0;0;0;0;11;0;0;0;0;8;0;0;0;0;0;0;0;0;0;317;233;0;0;0;0;35;0;0;0;0;0;16920;3401
"41";"GBP23021604M_ITS_P96";23;2;16;"04M";"#414487FF";"#FCFFA4FF";"sample";"P96";32133;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;220;0;0;358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;11;0;0;0;0;0;0;0;0;0;33;114;0;0;0;0;46;0;0;0;0;50;118;1031
"42";"GBP23021605M_ITS_P96";23;2;16;"05M";"#414487FF";"#FCFFA4FF";"sample";"P96";25;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;8
"43";"GBP23030101M_ITS_P96";23;3;1;"01M";"#2A788EFF";"#000004FF";"sample";"P96";121417;FALSE;0;51;0;0;0;0;0;22;0;0;0;0;14;18565;0;0;0;41;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;17;0;0;2;0;0;0;0;0;0;3409;0;4473;0;7;0;0;0;16;13;0;476;0;166;0;0;0;10;0;0;0;0;0;0;0;0;0;0;1459;0;0;0;0;0;0;67;0;501;0;0;0;75420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;78;0;0;0;0;0;0;0;3;0;0;329;253;0;0;0;0;31;0;0;0;0;75;5000;52
"44";"GBP23030102M_ITS_P96";23;3;1;"02M";"#2A788EFF";"#000004FF";"sample";"P96";346;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316;0
"45";"GBP23030201M_ITS_P96";23;3;2;"01M";"#2A788EFF";"#0C0826FF";"sample";"P96";17897;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193;0;21;0;0;0;0;0;0;0;0;0;0;0;0;16;0;3018;0;0;125;0;0;0;101;0;0;0;0;0;263;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;15;0;0;0;0;336;0;0;0;0;0;10541;60
"46";"GBP23030501M_ITS_P96";23;3;5;"01M";"#2A788EFF";"#5D126EFF";"sample";"P96";54761;FALSE;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4433;0;0;0;421;0;0;0;0;0;0;0;15;0;0;0;0;3612;0;0;0;0;0;0;8;0;0;0;119;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;2072;0;160;613
"47";"GBP23031301M_ITS_P96";23;3;13;"01M";"#2A788EFF";"#FCA50AFF";"sample";"P96";3876;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3403;0
"48";"GBP23031401M_ITS_P96";23;3;14;"01M";"#2A788EFF";"#FAC62DFF";"sample";"P96";605;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;0;0;0;0;0;0;0;0;0;0;235;0
"49";"GBP23031402M_ITS_P96";23;3;14;"02M";"#2A788EFF";"#FAC62DFF";"sample";"P96";38317;FALSE;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;14;0;0;0;0;0;0;0;98;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5915;0;0;0;0;0;0;2;0;0;0;0;0;0;28;0;0;0;0;0;0;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;49;29570;0
"50";"GBP23031403M_ITS_P48";23;3;14;"03M";"#2A788EFF";"#FAC62DFF";"sample";"P48";7190;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;3;0;6;0;0;0;0;0;0;46;0;0;0;0;0;455;0;0;75;0;0;0;0;0;0;164;0;0;0;0;0;0;0;94;0;0;0;0;1941;0;0;0;1343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;6;0;0;0;0;9;2686;0
"51";"GBP23031404M_ITS_P96";23;3;14;"04M";"#2A788EFF";"#FAC62DFF";"sample";"P96";2668;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;40;0;0;0;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2401;0
"52";"GBP23031405M_ITS_P48";23;3;14;"05M";"#2A788EFF";"#FAC62DFF";"sample";"P48";2524;FALSE;0;0;0;0;7;0;0;0;0;0;0;0;0;0;151;0;0;0;0;0;0;0;0;9;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;109;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0;0;0;0;0;223;14;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;111;701;24
"53";"GBP23031601M_ITS_P96";23;3;16;"01M";"#2A788EFF";"#FCFFA4FF";"sample";"P96";1009;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;992;0
"54";"GBP23040101M_ITS_P96";23;4;1;"01M";"#22A884FF";"#000004FF";"sample";"P96";326;FALSE;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301;0
"55";"GBP23040201M_ITS_P96";23;4;2;"01M";"#22A884FF";"#0C0826FF";"sample";"P96";11766;FALSE;0;0;0;0;0;0;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11002;0
"56";"GBP23040202M_ITS_P96";23;4;2;"02M";"#22A884FF";"#0C0826FF";"sample";"P96";137792;FALSE;0;0;0;11;0;0;0;30;30;0;0;0;0;50;0;0;0;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;63;0;518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;7;0;13641;0;0;0;43394;0;1566;0;0;0;12;4;0;34;0;0;0;0;0;0;100;0;0;0;0;0;0;0;65;0;0;846;0;0;0;0;0;0;0;4;0;0;0;57;0;0;0;807;0;0;0;0;271;57433;0
"57";"GBP23040203M_ITS_P96";23;4;2;"03M";"#22A884FF";"#0C0826FF";"sample";"P96";118132;FALSE;0;15;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;4;13;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;0;0;0;327;0;7;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;0;0;0;0;5;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;67;0;4;0;0;9;108691;0
"58";"GBP23040301M_ITS_P96";23;4;3;"01M";"#22A884FF";"#240C4FFF";"sample";"P96";10811;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1596;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;51;0;0;47;0;0;0;1055;0;0;0;0;0;11;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;0;0;0;0;0;0;0;0;0;7461;0
"59";"GBP23040401M_ITS_P96";23;4;4;"01M";"#22A884FF";"#420A68FF";"sample";"P96";1600;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1560;0
"60";"GBP23040402M_ITS_P48";23;4;4;"02M";"#22A884FF";"#420A68FF";"sample";"P48";682;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;634;0
"61";"GBP23040403M_ITS_P48";23;4;4;"03M";"#22A884FF";"#420A68FF";"sample";"P48";89;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;0
"62";"GBP23040701M_ITS_P96";23;4;7;"01M";"#22A884FF";"#932667FF";"sample";"P96";10671;FALSE;0;0;0;0;0;0;0;989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;4;0;0;0;6;0;2447;0;0;0;324;17;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;137;0;0;0;0;0;6373;0;0;0;0;10;38;7
"63";"GBP23040702M_ITS_P48";23;4;7;"02M";"#22A884FF";"#932667FF";"sample";"P48";7522;FALSE;0;0;0;0;0;0;0;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;23;0;93;0;12;0;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;6268;0;0;0;0;229;0;27
"64";"GBP23041101M_ITS_P48";23;4;11;"01M";"#22A884FF";"#ED6925FF";"sample";"P48";100420;FALSE;0;12;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;404;0;5110;0;0;0;0;0;0;0;0;0;0;6;0;13;0;0;78495;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;481;0;0;0;3704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;46;1301;8
"65";"GBP23041102M_ITS_P48";23;4;11;"02M";"#22A884FF";"#ED6925FF";"sample";"P48";3789;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1105;0;408;0;149;0;0;0;0;0;0;0;0;0;0;24;0;0;893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;432;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;61;0;0;0;0;0;0;0;0;0;22;0;0;0;8;0;0;0;0;4;278;0
"66";"GBP23041103M_ITS_P96";23;4;11;"03M";"#22A884FF";"#ED6925FF";"sample";"P96";1822;FALSE;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;32;0;0;0;269;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1057;0
"67";"GBP23041104M_ITS_P48";23;4;11;"04M";"#22A884FF";"#ED6925FF";"sample";"P48";11289;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2316;0;1352;37;430;0;0;0;0;0;0;0;0;0;0;0;0;0;5156;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;36;0;0;16;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;50;129;0;0;0;5;0;0;0;0;9;1113;0
"68";"GBP23041105M_ITS_P96";23;4;11;"05M";"#22A884FF";"#ED6925FF";"sample";"P96";475;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;6;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"69";"GBP23041301M_ITS_P96";23;4;13;"01M";"#22A884FF";"#FCA50AFF";"sample";"P96";4148;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4029;0
"70";"GBP23041302M_ITS_P48";23;4;13;"02M";"#22A884FF";"#FCA50AFF";"sample";"P48";7825;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;13;0;0;0;0;0;0;0;0;0;7441;0
"71";"GBP23041401M_ITS_P96";23;4;14;"01M";"#22A884FF";"#FAC62DFF";"sample";"P96";143852;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;8;0;0;0;2;18;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;683;0;0;0;104797;0;0;0;0;0;8;0;0;0;0;2;0;0;0;0;0;0;0;13;0;0;15;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;277;0;0;21;0;0;21502;0
"72";"GBP23041402M_ITS_P96";23;4;14;"02M";"#22A884FF";"#FAC62DFF";"sample";"P96";8515;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;341;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;6;0;0;0;0;0;0;0;0;0;14;0;0;0;0;7800;0;15;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;10;0
"73";"GBP23041403M_ITS_P96";23;4;14;"03M";"#22A884FF";"#FAC62DFF";"sample";"P96";32564;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5685;0
"74";"GBP23041404M_ITS_P96";23;4;14;"04M";"#22A884FF";"#FAC62DFF";"sample";"P96";43268;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;1297;0;0;0;0;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3182;0;0;0;2300;0;0;0;0;0;19;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;51;0;0;0;0;0;0;0;31;0;0;32680;0;0;0;0;55;287;0
