"";"sample";"year";"period";"site";"specimen";"color_p";"color_s";"type";"plate";"quant_reading";"is.neg";"Abelmoschus";"Achillea";"Aconitum";"Actinidia";"Aegilops";"Aegonychon";"Agrostis";"Ajuga";"Allium";"Alnus";"Anagallis";"Anemone";"Anthoxanthum";"Anthyllis";"Arabis";"Arenaria";"Arrhenatherum";"Bellis";"Betula";"Brachypodium";"Brassica";"Caltha";"Campanula";"Cardamine";"Carduus";"Carex";"Castanea";"Chaerophyllum";"Chrysosplenium";"Cirsium";"Citrus";"Clematis";"Clinopodium";"Colocasia";"Conium";"Crataegus";"Crepis";"Cucumis";"Daboecia";"Dactylis";"Digitalis";"Echium";"Erica";"Erinus";"Erodium";"Erucastrum";"Eryngium";"Erysimum";"Erythronium";"Eucalyptus";"Fagus";"Festuca";"Galium";"Genista";"Gentiana";"Geranium";"Glandora";"Glechoma";"Globularia";"Helianthemum";"Helleborus";"Herniaria";"Hieracium";"Hippocrepis";"Holcus";"Hypericum";"Hypochaeris";"Iberis";"Ilex";"Jasione";"Juglans";"Lamium";"Lathraea";"Lathyrus";"Leontodon";"Leucanthemum";"Linaria";"Linum";"Lithodora";"Lolium";"Lotus";"Melampyrum";"Myosotis";"Narcissus";"Oxalis";"Parietaria";"Pedicularis";"Pilosella";"Pinguicula";"Plantago";"Platanus";"Pleuropterus";"Poa";"Polygala";"Potentilla";"Primula";"Pritzelago";"Prunella";"Prunus";"Pulmonaria";"Pyrus";"Quercus";"Ranunculus";"Raphanus";"Rhinanthus";"Robinia";"Rosa";"Rubus";"Salix";"Sambucus";"Scrophularia";"Sedum";"Sideritis";"Silybum";"Sisymbrium";"Solanum";"Stellaria";"Symphytum";"Taraxacum";"Teucrium";"Thymus";"Tornabenea";"Tragopogon";"Trifolium";"Tripleurospermum";"Ulex";"Urtica";"Vaccinium";"Veronica";"Vicia";"Viola"
"75";"GBP23041405M_ITS_P96";23;4;14;"05M";"#22A884FF";"#FAC62DFF";"sample";"P96";1457;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1444;0
"76";"GBP23041406M_ITS_P96";23;4;14;"06M";"#22A884FF";"#FAC62DFF";"sample";"P96";61224;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;305;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;328;0;0;0;27850;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;35;0;0;0;0;0;0;0;75;0;0;0;0;0;1113;0;0;0;0;9;25756;0
"77";"GBP23050301M_ITS_P96";23;5;3;"01M";"#7AD151FF";"#240C4FFF";"sample";"P96";7202;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4332;0;0;0;0;0;0;0;0;1857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;0;0;0;0;0;225;0
"78";"GBP23050401M_ITS_P48";23;5;4;"01M";"#7AD151FF";"#420A68FF";"sample";"P48";51830;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;11455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1595;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2;0;0;0;0;0;34845;0
"79";"GBP23050402M_ITS_P48";23;5;4;"02M";"#7AD151FF";"#420A68FF";"sample";"P48";1476;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;34;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;0;0;0;0;0;0;6;0;0;0;0;6;0;0;0;0;0;0;0;6;0;0;0;0;261;0;0;0;0;0;0;0;0;0;0;462;397;0;0;0;19;0;0;0;0;0;68;0
"80";"GBP23050403M_ITS_P48";23;5;4;"03M";"#7AD151FF";"#420A68FF";"sample";"P48";0;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"81";"GBP23050501M_ITS_P96";23;5;5;"01M";"#7AD151FF";"#5D126EFF";"sample";"P96";529;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;18;0
"82";"GBP23050502M_ITS_P48";23;5;5;"02M";"#7AD151FF";"#5D126EFF";"sample";"P48";1930;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"83";"GBP23050701M_ITS_P48";23;5;7;"01M";"#7AD151FF";"#932667FF";"sample";"P48";15326;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;8;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298;0;0;0;0;0;0;0;0;0;0;27;0;0;0;22;0;0;0;0;0;20;0;0;0;0;3;0;0;0;0;0;16;0;0;0;0;11336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;3179;0;0;0;0;0;97;0
"84";"GBP23050702M_ITS_P96";23;5;7;"02M";"#7AD151FF";"#932667FF";"sample";"P96";66996;FALSE;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;46215;0;331;0;151;0;0;0;0;5;0;0;0;0;0;0;0;0;37;0;0;0;18;0;0;0;0;622;0;0;0;0;0;0;0;0;0;0;110;0;0;0;8559;0;0;0;142;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;9;1609;0;0;15;0;0;0;0;0;0;24;159;0;0;0;0;5999;0;789;0;0;78;467;126
"85";"GBP23051501M_ITS_P96";23;5;15;"01M";"#7AD151FF";"#F2E661FF";"sample";"P96";937;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0
"86";"GBP23051601M_ITS_P96";23;5;16;"01M";"#7AD151FF";"#FCFFA4FF";"sample";"P96";3181;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;4;8;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;1387;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;20;81;2;0;0;0;114;0;0;0;0;0;985;0
"87";"GBP23051602M_ITS_P96";23;5;16;"02M";"#7AD151FF";"#FCFFA4FF";"sample";"P96";6786;FALSE;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;1362;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;6;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;4878;0;0;0;0;58;20;0
"88";"GBP23051603M_ITS_P96";23;5;16;"03M";"#7AD151FF";"#FCFFA4FF";"sample";"P96";324;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;36;0;0;0;0;0;17;0
"89";"GBP23060101M_ITS_P96";23;6;1;"01M";"#FDE725FF";"#000004FF";"sample";"P96";955;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;763;0
"90";"GBP23060102M_ITS_P96";23;6;1;"02M";"#FDE725FF";"#000004FF";"sample";"P96";17865;FALSE;0;0;8;0;0;0;0;0;0;0;0;0;0;7;0;0;0;75;0;0;0;0;0;0;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6483;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;426;0;0;0;0;0;10;0;0;0;0;902;0;0;0;5778;0;0;0;0;0;0;0;0;84;0;2;0;0;0;0;0;0;0;0;0;0;29;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1838;0;10;0;0;0;314;0
"91";"GBP23060103M_ITS_P48";23;6;1;"03M";"#FDE725FF";"#000004FF";"sample";"P48";568;FALSE;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0
"92";"GBP23060104M_ITS_P48";23;6;1;"04M";"#FDE725FF";"#000004FF";"sample";"P48";37293;FALSE;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;15;0;0;4;0;0;0;0;0;2184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;203;0;0;0;0;0;0;0;0;0;0;21463;0;0;0;3636;0;0;0;0;0;5;0;0;312;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;69;20;0;0;225;0;0;0;0;4;0;0;0;175;0;0;0;1793;0;100;0;0;0;1290;0
"93";"GBP23060105M_ITS_P48";23;6;1;"05M";"#FDE725FF";"#000004FF";"sample";"P48";12319;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;24;0;115;128;0;9;0;0;0;528;0;0;0;0;0;0;0;0;427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10407;0;0;0;0;33;292;0
"94";"GBP23060201M_ITS_P48";23;6;2;"01M";"#FDE725FF";"#0C0826FF";"sample";"P48";53843;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;2439;0;17;0;0;0;0;0;35;0;0;19;0;3280;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;985;0;66;0;0;12085;0;0;0;875;0;0;0;0;0;0;359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1495;0;0;0;0;0;0;0;0;0;0;167;126;0;0;0;547;0;0;0;0;127;27468;0
"95";"GBP23060202M_ITS_P48";23;6;2;"02M";"#FDE725FF";"#0C0826FF";"sample";"P48";826;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;11;0
"96";"GBP23060203M_ITS_P96";23;6;2;"03M";"#FDE725FF";"#0C0826FF";"sample";"P96";71235;FALSE;0;0;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;1372;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;589;0;0;0;0;0;0;0;2589;0;0;264;0;0;27;3664;0;0;0;343;0;27130;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;116;0;0;0;36;91;0;0;0;0;0;0;0;0;0;0;335;0;0;0;0;66;0;831;0;533;81;357;13047
"97";"GBP23060204M_ITS_P48";23;6;2;"04M";"#FDE725FF";"#0C0826FF";"sample";"P48";10384;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;1096;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;7203;0
"98";"GBP23060205M_ITS_P48";23;6;2;"05M";"#FDE725FF";"#0C0826FF";"sample";"P48";23607;FALSE;0;67;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;5;186;0;0;0;0;0;0;0;0;0;0;0;0;0;1158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;156;0;0;0;0;0;0;0;0;385;456;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;16777;0;505;0;42;216;908;0
"99";"GBP23060301M_ITS_P48";23;6;3;"01M";"#FDE725FF";"#240C4FFF";"sample";"P48";191964;FALSE;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;2632;0;6;0;672;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;410;0;0;0;0;0;0;102031;0;0;0;0;0;1131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3670;0;0;0;0;0;0;0;0;0;0;0;149;0;0;0;31435;0;0;0;0;317;2643;85
"100";"GBP23060302M_ITS_P48";23;6;3;"02M";"#FDE725FF";"#240C4FFF";"sample";"P48";93785;FALSE;0;45;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;71;0;0;115;4;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;337;0;0;3697;0;0;0;48462;0;0;0;0;0;562;0;0;1836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1107;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;2121;0;0;0;293;62;29705;41
"101";"GBP23060303M_ITS_P96";23;6;3;"03M";"#FDE725FF";"#240C4FFF";"sample";"P96";2554;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;4;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;466;0;0;0;0;28;0;0
"102";"GBP23060304M_ITS_P96";23;6;3;"04M";"#FDE725FF";"#240C4FFF";"sample";"P96";1486;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;624;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;72;0;20;0;0;0;288;0
"103";"GBP23060305M_ITS_P48";23;6;3;"05M";"#FDE725FF";"#240C4FFF";"sample";"P48";35867;FALSE;0;273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;518;0;0;15;0;0;0;52;0;0;0;0;7841;0;0;0;4894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;6467;0;0;0;0;0;0;32;0;599;0;0;0;0;0;0;0;10;0;0;0;0;30;0;0;0;10;11364;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;336;0;0;0;0;738;27;0
"104";"GBP23060401M_ITS_P96";23;6;4;"01M";"#FDE725FF";"#420A68FF";"sample";"P96";636;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;139;0
"105";"GBP23060402M_ITS_P96";23;6;4;"02M";"#FDE725FF";"#420A68FF";"sample";"P96";4491;FALSE;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;211;0;0;0;0;0;0;0;0;60;0;89;0;0;0;2188;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;277;0
"106";"GBP23060403M_ITS_P48";23;6;4;"03M";"#FDE725FF";"#420A68FF";"sample";"P48";5110;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;16;0;0;0;37;0;0;0;0;0;0;1442;70;14;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;115;0;0;0;278;0;0;0;0;0;6;30;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1933;0;0;0;0;0;0;0;0;0;0;0;484;0;0;0;22;0;0;0;0;0;342;0
"107";"GBP23060404M_ITS_P96";23;6;4;"04M";"#FDE725FF";"#420A68FF";"sample";"P96";27959;FALSE;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;359;26;0;0;0;0;0;0;0;0;0;0;0;0;0;453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15762;0;0;0;0;0;0;0;12;0;0;58;35;0;0;0;5;0;0;0;0;442;442;0
"108";"GBP23060501M_ITS_P48";23;6;5;"01M";"#FDE725FF";"#5D126EFF";"sample";"P48";134187;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;16;0;0;0;0;0;0;0;0;20394;0;3692;0;31889;0;0;0;0;0;0;0;0;0;0;95;0;0;5507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;43;0;4587;0;0;0;21242;0;0;0;0;26;0;0;0;72;0;4;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;8164;0;0;0;0;0;0;0;0;0;0;98;26;0;0;0;54;0;9050;0;0;0;2566;0
"109";"GBP23060701M_ITS_P96";23;6;7;"01M";"#FDE725FF";"#932667FF";"sample";"P96";19983;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;9349;0;0;12;871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;14;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8664;0;0;0;0;0;0;28
"110";"GBP23060801M_ITS_P96";23;6;8;"01M";"#FDE725FF";"#AE305CFF";"sample";"P96";2248;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;598;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;27;15;0;0;0;0;0;0;75;0;0;0;1138;0
"111";"GBP23060901M_ITS_P48";23;6;9;"01M";"#FDE725FF";"#C73E4CFF";"sample";"P48";193;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;16;0;0;4;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
"112";"GBP23061001M_ITS_P48";23;6;10;"01M";"#FDE725FF";"#DD513AFF";"sample";"P48";38145;FALSE;74;1396;0;0;0;0;7;0;91;0;0;0;0;0;0;0;10;7;0;0;66;0;0;0;0;0;0;0;0;563;12;0;0;416;28;0;46;13;0;164;114;16;451;0;0;0;0;0;0;11;0;143;0;0;0;0;0;0;0;0;0;0;27;0;160;0;27;0;0;0;21;29;0;0;9;201;200;65;0;11;18370;0;0;0;0;0;20;628;0;12;0;23;19;0;0;0;0;0;0;0;0;0;0;47;0;0;631;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;7;4427;19;32;0;0;249;686;0
"113";"GBP23061002M_ITS_P96";23;6;10;"02M";"#FDE725FF";"#DD513AFF";"sample";"P96";6390;FALSE;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1743;0;0;0;0;0;0;0;0;160;0;70;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;58;0;0;0;0;0;348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;19;22;0
"114";"GBP23061003M_ITS_P96";23;6;10;"03M";"#FDE725FF";"#DD513AFF";"sample";"P96";160;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;13;0;0;0;81;0
