	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1456	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Rosales	f__Moraceae	g__Morus	s__alba
ASV_1457	k__Viridiplantae	p__Coniferophyta	c__Pinopsida	o__Pinales	f__Pinaceae	g__Pinus	s__heldreichii
ASV_1458	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Asterales	f__Asteraceae	g__Packera	s__mancosana
ASV_1459	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Orobanchaceae	g__Lathraea	s__squamaria
ASV_1460	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Orobanchaceae	g__Lathraea	s__squamaria
ASV_1461	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__pyrenaica
ASV_1462	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Cicer	s__arietinum
ASV_1463	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__sepium
ASV_1464	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Apiales	f__Apiaceae	g__Petroselinum	s__crispum
ASV_1465	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Trifolium	s__uniflorum
ASV_1466	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__basiparvispora
ASV_1467	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Caryophyllales	f__Polygonaceae	g__Muehlenbeckia	s__complexa
ASV_1468	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Lamiaceae	NA	NA
ASV_1469	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Filobasidium	s__oeirense
ASV_1470	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Brassicales	f__Brassicaceae	g__Cardamine	s__hirsuta
ASV_1471	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Malpighiales	f__Violaceae	g__Viola	s__caspia
ASV_1472	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Ericales	f__Ericaceae	NA	NA
ASV_1473	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Ranunculales	f__Ranunculaceae	g__Anemone	s__stolonifera
ASV_1474	k__Viridiplantae	p__Chlorophyta	c__Trebouxiophyceae	o__Chlorellales	f__Oocystaceae	g__Chloroidium	NA
ASV_1475	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Anthyllis	s__lemanniana
ASV_1476	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Orobanchaceae	g__Pedicularis	NA
ASV_1477	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Trifolium	s__uniflorum
ASV_1478	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	NA
ASV_1479	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Plantaginaceae	g__Linaria	s__alpina
ASV_1480	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__fluviae
ASV_1481	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1482	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1483	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Schizoparmaceae	g__Coniella	s__fragariae
ASV_1484	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Trifolium	NA
ASV_1485	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Boraginales	f__Boraginaceae	g__Echium	NA
ASV_1486	NA	NA	NA	NA	NA	NA	NA
ASV_1487	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Plantaginaceae	g__Digitalis	s__purpurea
ASV_1488	k__Viridiplantae	p__Chlorophyta	c__Trebouxiophyceae	o__Trebouxiales	f__Trebouxiaceae	g__Trebouxia	s__jamesii
ASV_1489	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	s__neobrittanica
ASV_1490	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Malpighiales	f__Violaceae	g__Viola	s__collina
ASV_1491	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Lophiostoma	s__junci
ASV_1492	k__Viridiplantae	p__Marchantiophyta	c__Jungermanniopsida	o__Jungermanniales	NA	NA	NA
ASV_1493	k__Viridiplantae	p__Chlorophyta	c__Trebouxiophyceae	o__Trebouxiales	f__Trebouxiaceae	g__Trebouxia	NA
ASV_1494	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Asterales	f__Asteraceae	g__Bellis	s__perennis
ASV_1495	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__eremophila
ASV_1496	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	NA
ASV_1497	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Ranunculales	f__Ranunculaceae	g__Anemone	NA
ASV_1498	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Ranunculales	f__Ranunculaceae	g__Anemone	NA
ASV_1499	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Malpighiales	f__Violaceae	g__Viola	s__collina
ASV_1500	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1501	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Boraginales	f__Boraginaceae	g__Symphytum	s__gussonei
ASV_1502	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lathyrus	s__aphaca
ASV_1503	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__pyrenaica
ASV_1504	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Trifolium	s__uniflorum
ASV_1505	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Scoliciosporaceae	g__Scoliciosporum	s__fabisporum
ASV_1506	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1507	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
ASV_1508	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Ranunculales	f__Ranunculaceae	g__Helleborus	s__thibetanus
ASV_1509	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Asterales	f__Asteraceae	NA	NA
ASV_1510	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Ericales	f__Ericaceae	g__Dracophyllum	s__acerosum
ASV_1511	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Lamiaceae	g__Stachys	s__officinalis
ASV_1512	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1513	k__Viridiplantae	p__Anthophyta	c__Monocotyledonae	o__Poales	f__Poaceae	g__Anthoxanthum	s__aethiopicum
ASV_1514	k__Viridiplantae	p__Chlorophyta	c__Trebouxiophyceae	o__Chlorellales	f__Oocystaceae	g__Chloroidium	NA
ASV_1515	k__Viridiplantae	p__Bryophyta	c__Bryopsida	o__Grimmiales	f__Grimmiaceae	g__Schistidium	s__crassipilum
ASV_1516	k__Eukaryota_kgd_Incertae_sedis	p__Eukaryota_phy_Incertae_sedis	c__Eukaryota_cls_Incertae_sedis	o__Eukaryota_ord_Incertae_sedis	f__Eukaryota_fam_Incertae_sedis	g__Eukaryota_gen_Incertae_sedis	NA
ASV_1517	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Apiales	f__Pennantiaceae	g__Pennantia	s__baylisiana
ASV_1518	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Plantaginaceae	g__Veronica	NA
ASV_1519	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiomycetes_ord_Incertae_sedis	f__Symmetrosporaceae	g__Symmetrospora	s__oryzicola
ASV_1520	k__Viridiplantae	p__Anthophyta	c__Monocotyledonae	o__Poales	f__Poaceae	g__Tribolium	s__pusillum
ASV_1521	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Plantaginaceae	g__Linaria	NA
ASV_1522	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Boraginales	f__Boraginaceae	g__Glandora	s__subsp._lusitanica
ASV_1523	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__pyrenaica
ASV_1524	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1525	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Boraginales	f__Boraginaceae	g__Echium	s__albicans
ASV_1526	NA	NA	NA	NA	NA	NA	NA
ASV_1527	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Caryophyllales	f__Caryophyllaceae	g__Stellaria	s__ruscifolia
ASV_1528	k__Viridiplantae	p__Chlorophyta	c__Trebouxiophyceae	o__Prasiolales	f__Stichococcaceae	g__Tritostichococcus	NA
ASV_1529	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Ericales	f__Ericaceae	g__Erica	s__cinerea
ASV_1530	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Malpighiales	f__Violaceae	g__Viola	s__collina
ASV_1531	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Orobanchaceae	g__Lathraea	s__squamaria
ASV_1532	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lathyrus	s__aphaca
ASV_1533	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__pyrenaica
ASV_1534	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1535	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Podila	s__humilis
ASV_1536	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__pyrenaica
ASV_1537	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1538	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Ranunculales	f__Ranunculaceae	g__Ranunculus	NA
ASV_1539	NA	NA	NA	NA	NA	NA	NA
ASV_1540	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Microstromatales	f__Microstromataceae	g__Microstroma	s__bacarum
ASV_1541	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1542	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	NA
ASV_1543	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1544	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lathyrus	NA
ASV_1545	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__pyrenaica
ASV_1546	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	NA
ASV_1547	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Ericales	f__Ericaceae	NA	NA
ASV_1548	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Ericales	f__Ericaceae	NA	NA
ASV_1549	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Ericales	f__Ericaceae	NA	NA
ASV_1550	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Plantaginaceae	g__Veronica	s__elliptica
ASV_1551	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lathyrus	NA
ASV_1552	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1553	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1554	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__pyrenaica
ASV_1555	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1556	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__pyrenaica
ASV_1557	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__pyrenaica
ASV_1558	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__sepium
ASV_1559	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__pyrenaica
ASV_1560	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__pyrenaica
ASV_1561	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__pyrenaica
ASV_1562	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1563	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1564	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Boraginales	f__Boraginaceae	g__Glandora	s__subsp._lusitanica
ASV_1565	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Plantaginaceae	g__Veronica	NA
ASV_1566	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1567	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Plantaginaceae	g__Plantago	s__lanceolata
ASV_1568	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Vicia	s__sepium
ASV_1569	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Ericales	f__Ericaceae	g__Erica	s__cinerea
ASV_1570	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Ericales	f__Ericaceae	g__Erica	s__cinerea
ASV_1571	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1572	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1573	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Lotus	s__tenuis
ASV_1574	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Boraginales	f__Boraginaceae	g__Echium	s__albicans
ASV_1575	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Plantaginaceae	g__Veronica	NA
ASV_1576	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Lamiales	f__Plantaginaceae	g__Veronica	s__elliptica
